SG_UE	NM_UE	CD_CARGO	DS_CARGO	SQ_CANDIDATO	NR_CANDIDATO	NM_CANDIDATO	NM_URNA_CANDIDATO
19372	BAYEUX	13	VEREADOR	1,50002E+11	30657	MARIA JULIANE SILVA BEZERRA	IRMÃ JULIANE
21571	RIACHO DOS CAVALOS	11	PREFEITO	1,50002E+11	11	ARTHUR VIEIRA CARNEIRO	ARTHUR VIEIRA
21237	PEDRA LAVRADA	13	VEREADOR	1,50002E+11	44123	ARNOUD CORDEIRO COSTA	ARNOUD CORDEIRO
19933	CONDE	13	VEREADOR	1,50002E+11	70555	EDILENE COSTA DA SILVA	EDILENE COSTA
20257	FREI MARTINHO	13	VEREADOR	1,50002E+11	10444	JOSE CARLOS DANTAS DE MOURA	CARLOS DE ATIM
19933	CONDE	13	VEREADOR	1,50002E+11	44000	MUNIQUE MARINHO DE LIMA ROLIM	CANTORA MUNIQUE MARINHO
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	22111	CAIO MARCIO ANGELO DE SOUSA	POLICIAL CAIO
19518	BOQUEIRÃO	13	VEREADOR	1,50002E+11	11555	RITA DOS SANTOS BRITO	RITINHA DO TABUADO
20990	NATUBA	13	VEREADOR	1,50002E+11	45123	JOSINALVA GUERRA LINS SILVA	JOSINALVA LINS
21318	PILAR	13	VEREADOR	1,50002E+11	55666	JERÔMIMO ALVES DE BRITO	JERÔNIMO IRMÃO DE GABRIEL
21636	SALGADO DE SÃO FÉLIX	12	VICE-PREFEITO	1,50002E+11	40	EMERSON DE ARAÚJO PEREIRA	DR MERSINHO
20370	INGÁ	13	VEREADOR	1,50002E+11	40999	TIAGO GARCIA DE ARAUJO SILVA	TIAGO GARCIA
20397	ITABAIANA	13	VEREADOR	1,50002E+11	45111	ALISTERRE TAVARES DE SOUZA	DR. ALISTERRE
21970	SÃO JOSÉ DOS CORDEIROS	13	VEREADOR	1,50002E+11	22567	ERALDO CEZAR FERNANDES DE OLIVEIRA	TEJO
20834	MARI	13	VEREADOR	1,50002E+11	55000	JAILSON ARAÚJO DA SILVA	JAILSON
21270	PIANCÓ	12	VICE-PREFEITO	1,50002E+11	13	JOSE ANTONIO DE SOUZA	MORANGUINHO
19860	SÃO FRANCISCO	13	VEREADOR	1,50002E+11	10456	FRANCISCO ALDI DA SILVA	ALDI
20990	NATUBA	11	PREFEITO	1,50002E+11	11	ANTONIO FABIANO DE VASCONCELOS ADELINO	BIANO
19372	BAYEUX	13	VEREADOR	1,50002E+11	55432	JAKELINE MARIA SILVA DE CARVALHO	JAKELINE CARVALHO
19631	CABACEIRAS	12	VICE-PREFEITO	1,50002E+11	13	TERTUNILO JOSÉ POMBO DE SOUSA	TERTUNILO
21750	SANTA RITA	13	VEREADOR	1,50002E+11	77666	RONALDO DA SILVA SANTOS	RONALDO DA CARNE
21210	PEDRA BRANCA	11	PREFEITO	1,50002E+11	10	MARCOS NAZARIO DA SILVA	MARCOS NAZARIO
19879	CATOLÉ DO ROCHA	13	VEREADOR	1,50002E+11	40612	LUCICLEIDE ALVES FERNANDES	CLEIDE DA VÁRZEA
21610	SALGADINHO	13	VEREADOR	1,50002E+11	10000	JUBERLINO DE SOUZA BATISTA	JUBERLINO SOUZA
21032	NOVA FLORESTA	13	VEREADOR	1,50002E+11	12123	ADAILTON DA SILVA ALVES	DEILTON COZINHEIRO
21717	SANTANA DE MANGUEIRA	13	VEREADOR	1,50002E+11	40123	ALCIENE BERTO DA SILVA	CIENE BERTO
20478	JACARAÚ	13	VEREADOR	1,50002E+11	10444	ELISANGÊLA VERISSIMO DA NOBREGA	ELISÂNGELA DA SAÚDE
21911	SÃO JOSÉ DE PIRANHAS	13	VEREADOR	1,50002E+11	40555	WASHINGTON VIEIRA DE OLIVEIRA	WASHINGTON VIEIRA
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	15116	JOSÉ AILTON DE OLIVEIRA PEREIRA	AILTON MOTORISTA
20559	JUAZEIRINHO	13	VEREADOR	1,50002E+11	40555	JOSEILTON LIMA PATRICIO	PASTOR JOSEILTON
21555	REMÍGIO	13	VEREADOR	1,50002E+11	18222	TIAGO DOS ANJOS SANTOS	PAI TIAGO
19976	COREMAS	13	VEREADOR	1,50002E+11	45111	CLÁUDIO ARAÚJO DA SILVA	ENGENHEIRO CLÁUDIO
19933	CONDE	13	VEREADOR	1,50002E+11	45000	ALMIR MACHADO CORREA DE OLIVEIRA NETO	ALMIR CORRÊA
20435	ITAPOROROCA	13	VEREADOR	1,50002E+11	11888	GRACILETE OTAVIO VALDIVINO	GRACILETE DO TAMBOR
19267	SANTO ANDRÉ	11	PREFEITO	1,50002E+11	44	SELMA PATRICIA MESSIAS DE OLIVEIRA	PATRICIA DE DR. OSMAN
21750	SANTA RITA	13	VEREADOR	1,50002E+11	22112	JACILENE LOPES DE SOUZA	JACILENE SOUZA
22250	SOUSA	13	VEREADOR	1,50002E+11	18140	ELIAS OLIVEIRA DO NASCIMENTO	ELIAS OLIVEIRA
19089	CUITÉ DE MAMANGUAPE	13	VEREADOR	1,50002E+11	12278	WELITON ARIOSVALDO DA SILVA	WELITON SILVA
20850	MASSARANDUBA	13	VEREADOR	1,50002E+11	44777	LEA TAVARES DA SILVA	LEA TAVARES
20575	JUNCO DO SERIDÓ	13	VEREADOR	1,50002E+11	44777	LUANA TERESINHA DE MEDEIROS COELHO	LUANA DE ZÉ DAMIÃO
19950	CONGO	12	VICE-PREFEITO	1,50002E+11	15	ADERALDO PEREIRA NETTO	DERA
19836	CARRAPATEIRA	11	PREFEITO	1,50002E+11	15	WASHIGTON ROBERTO DE SOUSA	WASHIGTON ROBERTO
20958	MONTEIRO	13	VEREADOR	1,50002E+11	22999	ELIANA CAMPOS DA SILVA FERREIRA	ELIANA CAMPOS
21431	POMBAL	13	VEREADOR	1,50002E+11	15666	ARTHUR JOSÉ BANDEIRA FORMIGA	ARTHUR FORMIGA
19879	CATOLÉ DO ROCHA	13	VEREADOR	1,50002E+11	10000	MARCOS BARRETO EVANGELISTA	MARQUINHOS DO LEITE
19372	BAYEUX	13	VEREADOR	1,50002E+11	10111	JOSÉ RICARDO DA SILVA ALBUQUERQUE	RICARDO ALBUQUERQUE
19062	CAPIM	13	VEREADOR	1,50002E+11	22333	MARCOS BARBOSA FERREIRA JUNIOR	MARCOS JUNIOR
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	77999	JADER SOARES PIMENTEL FILHO	JADER FILHO
21750	SANTA RITA	13	VEREADOR	1,50002E+11	33666	EVANGELISTA DA SILVA GOMES	VANZINHO
20435	ITAPOROROCA	11	PREFEITO	1,50002E+11	40	JAILSON FERNANDES DA SILVA	JAILSON DE DÉDO
19836	CARRAPATEIRA	11	PREFEITO	1,50002E+11	40	IARLEY PEREIRA BEZERRA	IARLEY
20176	DUAS ESTRADAS	12	VICE-PREFEITO	1,50002E+11	55	FRANCISCO FELIPE DOS SANTOS NETO	FELIPE
19372	BAYEUX	13	VEREADOR	1,50002E+11	10444	ANA PAULA LEONARDO DE MENDONÇA	PAULA PAULÃO
19160	LOGRADOURO	13	VEREADOR	1,50002E+11	10222	JOSE VANDERLEI OLIVEIRA DA SILVA	KEIXINHO
19186	SERTÃOZINHO	13	VEREADOR	1,50002E+11	10333	ANTONIO CARLOS FERREIRA FIDELIS	CARLOS FIDELIS
20559	JUAZEIRINHO	13	VEREADOR	1,50002E+11	55555	DANILLO NAZARENO MARINHEIRO FELIPE	DANILLO MARINHEIRO
19127	RIACHÃO DO BACAMARTE	13	VEREADOR	1,50002E+11	45444	MIRIAN GOMES DE ARAUJO	MIRIAN DA SAÚDE
19828	RIACHO DE SANTO ANTÔNIO	13	VEREADOR	1,50002E+11	10001	MANOEL EVANDRO DE OLIVEIRA	EVANDRO
19097	ALAGOINHA	13	VEREADOR	1,50002E+11	45000	JOAO BOSCO FELICIANO DO NASCIMENTO	JOAO BOSCO
22276	SUMÉ	13	VEREADOR	1,50002E+11	40222	JOSENIR DA SILVA MELO	NENEN
19054	ALAGOA GRANDE	13	VEREADOR	1,50002E+11	55333	ANTONIO PEREIRA DA SILVA	TOINHO ESTRELA
19143	MATINHAS	13	VEREADOR	1,50002E+11	40999	JOSE RODRIGUES DA SILVA	DEDA BEBÉ
21555	REMÍGIO	13	VEREADOR	1,50002E+11	13777	ANTONIO BATISTA DOS SANTOS	TOINHO MUCURANA
20311	GURJÃO	12	VICE-PREFEITO	1,50002E+11	10	MARIA IVONETE CAMILO DE MORAIS	NETA CAMILO
20052	CUITEGI	13	VEREADOR	1,50002E+11	44234	ANTONIO ALBUQUERQUE CABRAL	TOTA BELIZARIO
21130	OURO VELHO	13	VEREADOR	1,50002E+11	10123	ADEILMA BERNARDO DE MENEZES	ZILMA BERNARDO
20958	MONTEIRO	13	VEREADOR	1,50002E+11	11111	JOSÉ ROBERTO CORDEIRO BEZERRA	NEM DE JULIA
19755	CAJAZEIRAS	13	VEREADOR	1,50002E+11	55333	FRANCISCO DE MORAES ALBUQUERQUE	CHICO MORAES
19070	ALAGOA NOVA	13	VEREADOR	1,50002E+11	40111	ALEXANDRO FARIAS DE OLIVEIRA	SANDRO DO SÃO TOMÉ
20737	LUCENA	13	VEREADOR	1,50002E+11	10400	SEVERINO AMANCIO BARBOSA	SIBIU
19259	AROEIRAS	13	VEREADOR	1,50002E+11	40333	JOSEFA DE LOURDES ALVES DE MOURA	NEN DE GILMAR
20273	GUARABIRA	13	VEREADOR	1,50002E+11	10777	VITOR RAFAEL DE ALMEIDA GOMES	VITOR RAFAEL
21598	RIO TINTO	13	VEREADOR	1,50002E+11	13333	VALDINETE DA SILVA SANTOS	VALDINETE DA SAUDE
21296	PICUÍ	13	VEREADOR	1,50002E+11	13131	JEAN CARLOS DA COSTA	JEAN BARROS
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	12888	SERGIO DA SILVA ARAÚJO	PASTOR SERGIO
19933	CONDE	13	VEREADOR	1,50002E+11	40123	JOSIBERTO SOARES PEREIRA	ARAKEM
19488	MATO GROSSO	13	VEREADOR	1,50002E+11	40000	FRANCISCO IZAIAS DE LIMA NETO	NETINHO LIMA
20737	LUCENA	13	VEREADOR	1,50002E+11	44444	VALTERLUCIO BATISTA MENEZES	VALTER MENEZES
20770	MALTA	13	VEREADOR	1,50002E+11	10345	MILENA RODRIGUES FONTES	MILENA FONTES
21814	SÃO JOÃO DO CARIRI	13	VEREADOR	1,50002E+11	55602	JOSÉ RAMOS DE ARAUJO	ZÉ RAMOS
19755	CAJAZEIRAS	13	VEREADOR	1,50002E+11	40999	ZELIA OLIVEIRA DE SOUZA	ZELIA OLIVEIRA
21490	PUXINANÃ	13	VEREADOR	1,50002E+11	13123	RODRIGO DA SILVA APRÍGIO	RODRIGO SILVA
19372	BAYEUX	13	VEREADOR	1,50002E+11	20789	SERGIO COSTA DA SILVA	SERGIO DO MERCADO
20036	CUITÉ	13	VEREADOR	1,50002E+11	12555	EDICARLO DAMIÃO ANDRADE DA COSTA	EDICARLO DA AMBULANCIA
21610	SALGADINHO	13	VEREADOR	1,50002E+11	10456	JOSILENE ANGELITA DE LIMA CUNHA	ZIZA
20117	VISTA SERRANA	13	VEREADOR	1,50002E+11	10123	EVALDO MEDEIROS DA SILVA	EVALDO MEDEIROS
19518	BOQUEIRÃO	13	VEREADOR	1,50002E+11	55333	YANA JAQUELINE GALDINO PINTO SILVA	CRISTINA DA BELA VISTA
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	77123	VALESKA DE ARAUJO	VALESKA DO GS
20397	ITABAIANA	13	VEREADOR	1,50002E+11	40777	SUELY JOVELINA DE SOUSA ALCANTERA	SUELY SOUSA
19259	AROEIRAS	13	VEREADOR	1,50002E+11	10111	JOSÉ AMAURY DE SOUZA ALBUQUERQUE FILHO	AMAURY DE LULA
19178	ARARA	13	VEREADOR	1,50002E+11	15555	EWERTON JORDAN ERNESTO SILVA	EWERTON
19364	CACIMBAS	13	VEREADOR	1,50002E+11	10123	JOSÉ HELENO SILVA DA CUNHA	ZÉ HELENO
21393	PITIMBU	13	VEREADOR	1,50002E+11	44066	SANDRA CRISTINA DE MELO ALCANTARA	PROFESSORA SANDRA
21750	SANTA RITA	13	VEREADOR	1,50002E+11	27775	ARLETE MONTEIRO LINHARES DE LIRA	ARLETE DA SAÚDE
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	36123	ALYNE APARECIDA DUARTE DA SILVA SOARES	ALYNE MOREIRA
21733	SANTANA DOS GARROTES	12	VICE-PREFEITO	1,50002E+11	15	WILLAME TEOTONIO DOS SANTOS	WILLAME TEOTONIO
22276	SUMÉ	13	VEREADOR	1,50002E+11	40234	MANOEL ALEXANDRE DE MELO	MANOEL CABELELEIRO
21539	QUIXABA	13	VEREADOR	1,50002E+11	10111	CÉLIA MEDEIROS SULPINO	CÉLIA SULPINO
20052	CUITEGI	13	VEREADOR	1,50002E+11	44222	MARIA APARECIDA JUSTINO	CIDA DE TORÓ
20770	MALTA	13	VEREADOR	1,50002E+11	10111	LUIZ SALVIANO DE ALMEIDA NETO	LUIZINHO DE ZÉ DANTAS
21750	SANTA RITA	13	VEREADOR	1,50002E+11	40777	JONATHAN ALVES DE MORAIS	PASTOR JONATHAN MORAIS
20451	ITATUBA	13	VEREADOR	1,50002E+11	44000	JOSILENE MARTINS DE LIMA SILVA	LENINHA DA PESCA
19534	IGARACY	13	VEREADOR	1,50002E+11	10444	ANTONIO NETO OLIVEIRA	ANTONIO NETO
20575	JUNCO DO SERIDÓ	13	VEREADOR	1,50002E+11	11777	ONOFRE DA SILVA BRASILIANO	NOFRINHO DA CARNEIRA
19372	BAYEUX	13	VEREADOR	1,50002E+11	15133	RODRIGO MOTA DE FARIAS	RODRIGO DO BOLO
20273	GUARABIRA	13	VEREADOR	1,50002E+11	44777	ISAURA GOMES BARBOSA	ISAURA BARBOSA
21733	SANTANA DOS GARROTES	13	VEREADOR	1,50002E+11	10456	JOSÉ WIDMARK BATISTA COSTA	DEDÉ BATISTA
20052	CUITEGI	13	VEREADOR	1,50002E+11	10777	ZITA SILVA DE OLIVEIRA FERREIRA	ZITA GALEGA DA MALHADA
22071	SAPÉ	13	VEREADOR	1,50002E+11	25111	JOSÉ JUVÊNCIO DA SILVA	JUVÊNCIO CORRETOR
20850	MASSARANDUBA	13	VEREADOR	1,50002E+11	15333	MARIA ALBA NERY DE LIMA	BINHA
19020	SOBRADO	13	VEREADOR	1,50002E+11	40888	JOSENILDO LINO DA SILVA	CARRAPATO
19054	ALAGOA GRANDE	13	VEREADOR	1,50002E+11	70777	JOEDSON DA SILVA COUTINHO	ZE DO POVO
20036	CUITÉ	13	VEREADOR	1,50002E+11	15222	VINICIUS FURTADO CANDIDO PALMEIRA SANTOS	DR VINICIUS
20311	GURJÃO	13	VEREADOR	1,50002E+11	40123	EDIVALDO MORAIS DA SILVA	VAL
20176	DUAS ESTRADAS	13	VEREADOR	1,50002E+11	15444	MARCONDES AURELIO DE SOUZA TRAJANO	MARCONDES TRAJANO
19623	GADO BRAVO	13	VEREADOR	1,50002E+11	45222	JOSE EDNALDO  BARBOSA	EDNALDO BARBOSA
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	22100	EMANUEL NERY NASCIMENTO SILVA	EMANUEL NERY
19917	CONDADO	13	VEREADOR	1,50002E+11	10333	VANDERLUCIA VIEIRA SILVA FELIPE DA COSTA	VANDA VIEIRA
22110	SERRA BRANCA	13	VEREADOR	1,50002E+11	11234	ADERBAL CHAGAS BRITO SOBRINHO	LEKA
20419	ITAPORANGA	13	VEREADOR	1,50002E+11	15555	BRUNO PEREIRA DA SILVA	BRUNO DE BILAR
19160	LOGRADOURO	13	VEREADOR	1,50002E+11	15607	ANA LUCIA LIMA DE OLIVEIRA	ANA BONDADE
21954	SÃO JOSÉ DO SABUGI	13	VEREADOR	1,50002E+11	15999	DAMIÃO DOMICIANO GALVINCIO	JUNIOR GALVINCIO
19526	POÇO DE JOSÉ DE MOURA	11	PREFEITO	1,50002E+11	40	LAIS RAQUEL DANTAS DE OLIVEIRA	LAIS RAQUEL
21113	OLIVEDOS	13	VEREADOR	1,50002E+11	10456	ODEANDRO DA SILVA	ODEANDRO SILVA
19658	CABEDELO	13	VEREADOR	1,50002E+11	15222	MARIETA CAMPOS REZENDE	MARIETA REZENDE
19658	CABEDELO	13	VEREADOR	1,50002E+11	44477	CARLOS JOSÉ DE MOURA	CARLÃO MOURA
22250	SOUSA	13	VEREADOR	1,50002E+11	13613	VERA VERNAIDE PORDEUS FORMIGA DE OLIVEIRA	VERA VERNAIDE MULHERES DE LUTA
19089	CUITÉ DE MAMANGUAPE	13	VEREADOR	1,50002E+11	12333	CRISTIANA FARIAS SANTOS DE FREITAS	PROFESSORA CRISTIANA
19798	CAMALAÚ	13	VEREADOR	1,50002E+11	15000	GILBERTO EVANGELISTA DUARTE	IRMÃO GILBERTO
22314	TAPEROÁ	12	VICE-PREFEITO	1,50002E+11	13	FRANCISCO NETO MAMEDE DOS SANTOS	TICO DO QUEIJO
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	80000	CLEBER GORDIANO DOS SANTOS	PROFESSOR CLEBER GORDIANO
21792	SÃO BENTO	13	VEREADOR	1,50002E+11	15040	JENIFFER KAUANY PRAZERES DE LIMA	JENIFFER LIMA
19585	AMPARO	13	VEREADOR	1,50002E+11	15200	AURINETE DE FATIMA MACIEL DA SILVA	AURIA MACIEL
21032	NOVA FLORESTA	13	VEREADOR	1,50002E+11	13789	EVA VILMA BARBOSA SILVA	EVA DE LEO DA SÃO JOSÉ
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	11234	VALMIR JOSE DA SILVA	IRMAO VALMIR
19879	CATOLÉ DO ROCHA	13	VEREADOR	1,50002E+11	44333	FRANCISCA JÚLIA MENDES DE SOUSA	JÚLIA MENDES
22438	VÁRZEA	13	VEREADOR	1,50002E+11	44555	FRANCISCA ZUILA DOS SANTOS	ZUILA SANTOS
20850	MASSARANDUBA	13	VEREADOR	1,50002E+11	77333	FRANCISCO DE ASSIS DE MELO	ASSIS DE MELO
21911	SÃO JOSÉ DE PIRANHAS	13	VEREADOR	1,50002E+11	40111	ANA CLEIDE PENAFORTE CARVALHO	CLEIDE DE ZEZÉ
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	77999	JOSE ROMERO RAPOSO	ROMERO RAPOSO
20672	LAGOA SECA	12	VICE-PREFEITO	1,50002E+11	55	MARINALVA CASSIANO NERY	MARINALVA DO FEIJÃO
19836	CARRAPATEIRA	13	VEREADOR	1,50002E+11	40333	GHEMESSON BATISTA BEZERRA	MITA
19259	AROEIRAS	12	VICE-PREFEITO	1,50002E+11	11	JOSÉ GOMES DA SILVA	CORONEL GOMES
19933	CONDE	13	VEREADOR	1,50002E+11	44244	JONATHAN LOPES DA SILVA	JUNINHO DE JACUMÃ
19780	BARRA DE SANTANA	12	VICE-PREFEITO	1,50002E+11	44	ADMILSON ALMEIDA DA SILVA JUNIOR	JÚNIOR
19356	BARRA DE SÃO MIGUEL	13	VEREADOR	1,50002E+11	40456	RENATA DA SILVA	RENATA DA FLORESTA
19240	CARAÚBAS	13	VEREADOR	1,50002E+11	15156	PEDRO DA SILVA NEVES	PEDRO CORREIA
20494	JERICÓ	13	VEREADOR	1,50002E+11	10789	JOÃO PEREIRA DA SILVA	JUNIOR DA AGROVILA
19399	BELÉM	13	VEREADOR	1,50002E+11	44000	ANDRÉ JUSTO ANTERO	ANDRÉ DA ACADEMIA
21512	QUEIMADAS	13	VEREADOR	1,50002E+11	22333	MARIA JOSÉ GOMES DA SILVA BEZERRA	MARIA JOSÉ
21253	PEDRAS DE FOGO	13	VEREADOR	1,50002E+11	15111	NELSON COSTA DE LIMA	NELSON DA UNA
20834	MARI	13	VEREADOR	1,50002E+11	11000	RAQUEL BARBOSA DA SILVA	RAQUEL DO SINDICATO
21350	PILÕEZINHOS	13	VEREADOR	1,50002E+11	40678	JOSIMAR BESERRA PINTO	JOSIMAR PINTO
21334	PILÕES	13	VEREADOR	1,50002E+11	20789	DIOGO DA COSTA RODRIGUES	DIOGO COSTA
21237	PEDRA LAVRADA	13	VEREADOR	1,50002E+11	44456	ANDREZZA OLIVEIRA DANTAS	ANDREZZA DANTAS
19763	ALCANTIL	11	PREFEITO	1,50002E+11	40	ANDRE FELIPE BATISTA DA SILVA	ANDRE FELIPE
19062	CAPIM	13	VEREADOR	1,50002E+11	11111	LUCIANO MELO DE OLIVEIRA FILHO	LULINHA DE LULA
21350	PILÕEZINHOS	13	VEREADOR	1,50002E+11	44444	ELIONALDO MONTEIRO DE LIMA	NAL DE ZÉ PEQUENO
21130	OURO VELHO	13	VEREADOR	1,50002E+11	44123	PAULO JUNIOR DE FREITAS ARRUDA	PAULO JÚNIOR 
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	15222	LUIZ ALBERTO MARQUES PEREIRA	BETO DO POVO
19739	CAIÇARA	13	VEREADOR	1,50002E+11	10777	MARCIO CARNEIRO DOS SANTOS	MARCIO DA SAUDE
21237	PEDRA LAVRADA	13	VEREADOR	1,50002E+11	44999	ADELMA MARIS DA SILVA	ADELMA MARIS
21431	POMBAL	13	VEREADOR	1,50002E+11	40111	EDNI EVARISTO NERI	EDNI
19615	CAAPORÃ	13	VEREADOR	1,50002E+11	44000	MARIA VILMA DE LIMA	WILMA DA DIVISA
20338	IBIARA	13	VEREADOR	1,50002E+11	15333	ADÃO NUNES BERNARDINO	ADÃO NUNES
19216	AREIA	13	VEREADOR	1,50002E+11	20111	EDGLEY DE BRITO SANTOS	EDGLEY ENCANADOR
19194	ARARUNA	13	VEREADOR	1,50002E+11	15606	FRANCISCO EDINALDO PONTES MARTINS	NALDO DE ZÉ DE NECO
22071	SAPÉ	13	VEREADOR	1,50002E+11	44111	ARQUIMEDES NATERCIO SANTOS DE FREITAS	ARQUIMEDES FILHO DE LUZIA
19330	BARRA DE SANTA ROSA	13	VEREADOR	1,50002E+11	11555	FRANCISCO DE ASSIS SOARES	CIZINHO
19747	PEDRO RÉGIS	13	VEREADOR	1,50002E+11	10777	CRISTIANO LOURENÇO MAIA	CRISTIANO DO CAMPO
21512	QUEIMADAS	13	VEREADOR	1,50002E+11	20555	EVERALDO SEVERINO BESERRA	EVERALDO DA VAN
20818	MANAÍRA	13	VEREADOR	1,50002E+11	20000	JONATHAN WALTER DINIZ TAVARES	JONATHAN DE LULA
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	70789	DIANA DE MELO DANTAS LUNA	ENFERMEIRA DIANA MOURA
21318	PILAR	13	VEREADOR	1,50002E+11	15000	VALDENICE DE SALES PAIVA TRIGUEIRO	NENA DE JOÃO MOUSINHO
21318	PILAR	13	VEREADOR	1,50002E+11	45555	IVONALDO PEREIRA DE BRITO	IVONALDO DO OVO
21938	SÃO JOSÉ DO BONFIM	13	VEREADOR	1,50002E+11	10111	VALDINIZ SOUSA DE LIMA	NIZ
21750	SANTA RITA	13	VEREADOR	1,50002E+11	55111	CARLOS ANTÔNIO DA SILVA	GALEGO DO BOA VISTA
22012	SÃO MIGUEL DE TAIPU	13	VEREADOR	1,50002E+11	13222	JOSINALDO DE SOUZA	NADO DA SAÚDE
22012	SÃO MIGUEL DE TAIPU	11	PREFEITO	1,50002E+11	11	LAELSON ALBUQUERQUE	LAELSON ALBUQUERQUE
21814	SÃO JOÃO DO CARIRI	13	VEREADOR	1,50002E+11	55444	GABRIELA ARAUJO PEREIRA	BIA ARAUJO
19801	CATURITÉ	13	VEREADOR	1,50002E+11	20369	WAGNER PEREIRA FREIRE	BABÁ
19496	BONITO DE SANTA FÉ	13	VEREADOR	1,50002E+11	10123	MARINALVA RODRIGUES SOARES	MARINALVA DA SAÚDE
21253	PEDRAS DE FOGO	13	VEREADOR	1,50002E+11	45123	JOSÉ ISIDORIO PAIVA	JUNIOR SOM
21539	QUIXABA	13	VEREADOR	1,50002E+11	44000	FRANCISCO DE ASSIS CARNEIRO	DIASSIS
22179	SERRA REDONDA	13	VEREADOR	1,50002E+11	15789	ELIANE BENTO DA SILVA	PROFESSORA ELIANE
21075	NOVA PALMEIRA	13	VEREADOR	1,50002E+11	40789	MÁRCIO BURQUE CIPRIANO DE CASTRO	MACIN
19100	CURRAL DE CIMA	13	VEREADOR	1,50002E+11	44444	DIEGO RENATO RIBEIRO FERNANDES LISBOA	DIEGO LISBOA
21792	SÃO BENTO	13	VEREADOR	1,50002E+11	10666	JOSÉ SOUZA FERNANDES	DEDÉ DE IZAÍAS
20419	ITAPORANGA	13	VEREADOR	1,50002E+11	11222	OLIVIO GOMES DE CARVALHO	OLIVIO DA MORUMBI
20958	MONTEIRO	13	VEREADOR	1,50002E+11	11345	SEVERINO LEAL PEREIRA	SEVERINO LEAL
21512	QUEIMADAS	13	VEREADOR	1,50002E+11	40369	PATRICIO BEZERRA DA SILVA	PATRÍCIO
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	18880	ANDREA MARQUES DE MARIA	ANDREA MARQUES
19682	TENÓRIO	13	VEREADOR	1,50002E+11	22000	ALINE MARIA DA NOBREGA SOUZA	ALINE NOBREGA
21750	SANTA RITA	13	VEREADOR	1,50002E+11	77299	HELIO QUEIROZ DE OLIVEIRA	HELIO QUEIROZ
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	70001	UBIRATAN FERREIRA DOS SANTOS	MESTRE MANHOSO
19623	GADO BRAVO	13	VEREADOR	1,50002E+11	15369	LUAN YTALO BARBOSA ARAUJO	LUAN ARAUJO
19674	CACHOEIRA DOS ÍNDIOS	13	VEREADOR	1,50002E+11	15666	EDCARLOS GOMES DO NASCIMENTO	EDCARLOS
20230	FAGUNDES	13	VEREADOR	1,50002E+11	13113	GENÁRIO IVO DE OLIVEIRA	GENARIO
19933	CONDE	13	VEREADOR	1,50002E+11	55333	MARIA DE FÁTIMA CARDOSO	FATIMA CARDOSO
20257	FREI MARTINHO	13	VEREADOR	1,50002E+11	12444	MARIA ELIANA DE MACEDO	MARIA DE HERÕNCIO
20877	MATARACA	13	VEREADOR	1,50002E+11	33258	DIMAS JERÔNIMO DA SILVA	IRMÃO DIMAS
21474	PRINCESA ISABEL	13	VEREADOR	1,50002E+11	10888	MARIA DAS GRAÇAS DA SILVA	GRAÇA CABELEREIRA
21750	SANTA RITA	13	VEREADOR	1,50002E+11	45222	VANESSA KARLA DE OLIVEIRA SANTOS	VANESSA DA SAÚDE
21431	POMBAL	13	VEREADOR	1,50002E+11	11555	GILBERLANDIO MARTINS DA SILVA	BETO DO HOSPITAL
22357	TEIXEIRA	13	VEREADOR	1,50002E+11	45678	MARIA APARECIDA ALEIXO SILVA	CIDA DE PITÃO
20737	LUCENA	13	VEREADOR	1,50002E+11	40111	RENATA DORNELAS COQUEIJO	RENATA DORNELAS
21172	PATOS	13	VEREADOR	1,50002E+11	44666	ALMIRA FERREIRA DA SILVA	ALMIRA
21911	SÃO JOSÉ DE PIRANHAS	13	VEREADOR	1,50002E+11	40777	MARIA HYWSKA DA SILVA	HYWSKA SILVA
20958	MONTEIRO	13	VEREADOR	1,50002E+11	22555	ROGERIO LEITE FERREIRA	ROGERIO LEITE
20796	MAMANGUAPE	13	VEREADOR	1,50002E+11	40444	CARLITO FERREIRA DA SILVA FILHO	LITO DE PITANGA
21750	SANTA RITA	13	VEREADOR	1,50002E+11	22522	JOSÉ CARLOS DE GONÇALVES	IRMÃO DOS MÓVEIS
19755	CAJAZEIRAS	13	VEREADOR	1,50002E+11	33888	AIRTON COSMO DE SOUZA	AIRTON
20893	MOGEIRO	13	VEREADOR	1,50002E+11	10111	GUILHERME CHAGAS DE AMORIM FILHO	GIL DA SAÚDE
